Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
38,40,6,5,32,34,38,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Yield_Keep right_7.png
38,40,6,5,32,34,38,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Yield_Keep right_7.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_occl0/occl_Keep right_Yield_Keep right_8.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_8.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_blackout1/blackout_Keep right_Bicycles crossing_Keep right_4.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_blackout0/blackout_No entry_No vehicles_Priority road_3.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_8.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_8.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Yield_Keep right_8.png
47,47,6,5,42,42,38,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Yield_Keep right_8.png
51,50,6,5,46,45,35,/content/generated_inputs_trafficsigns_occl0/occl_Ahead only_Yield_Ahead only_9.png
51,50,6,5,46,45,35,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_9.png
51,50,6,5,46,45,35,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_9.png
51,50,6,5,46,45,35,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_9.png
51,50,6,5,46,45,35,/content/generated_inputs_trafficsigns_occl2/occl_Ahead only_Yield_Yield_9.png
51,50,6,5,46,45,35,/content/generated_inputs_trafficsigns_occl1/occl_Ahead only_Yield_Ahead only_9.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_occl0/occl_Keep right_Speed limit_30 km-h_Speed limit_30 km-h_10.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_10.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_blackout2/blackout_Speed limit_70 km-h_Speed limit_70 km-h_General caution_4.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_blackout1/blackout_Speed limit_20 km-h_No entry_Dangerous curve to the right_5.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_10.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_10.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_30 km-h_Speed limit_30 km-h_Road work_10.png
56,60,5,5,51,55,1,/content/generated_inputs_trafficsigns_occl1/occl_Speed limit_30 km-h_Yield_Speed limit_30 km-h_10.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_occl0/occl_Stop_No entry_No entry_11.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_11.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_blackout0/blackout_Right-of-way at the next intersection_Wild animals crossing_Right-of-way at the next intersection_5.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_11.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_11.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_occl2/occl_No entry_Speed limit_30 km-h_Road work_11.png
30,31,6,5,25,26,17,/content/generated_inputs_trafficsigns_occl1/occl_No entry_Speed limit_30 km-h_Road work_11.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Speed limit_60 km-h_Speed limit_50 km-h_12.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_12.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_blackout2/blackout_Stop_Speed limit_30 km-h_Speed limit_30 km-h_5.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_12.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_12.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_80 km-h_Speed limit_30 km-h_Speed limit_30 km-h_12.png
45,42,5,5,40,37,5,/content/generated_inputs_trafficsigns_occl1/occl_Speed limit_30 km-h_Speed limit_30 km-h_Speed limit_50 km-h_12.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Road work_Road work_13.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_13.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_blackout2/blackout_Speed limit_70 km-h_Traffic signals_General caution_98.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_13.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_13.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Road work_Dangerous curve to the right_13.png
40,39,6,6,35,34,25,/content/generated_inputs_trafficsigns_occl1/occl_End of all speed and passing limits_Yield_Road work_13.png
39,36,6,5,34,31,31,/content/generated_inputs_trafficsigns_occl0/occl_Speed limit_50 km-h_Speed limit_50 km-h_Wild animals crossing_14.png
39,36,6,5,34,31,31,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_14.png
39,36,6,5,34,31,31,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_14.png
39,36,6,5,34,31,31,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_14.png
39,36,6,5,34,31,31,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Yield_Yield_14.png
39,36,6,5,34,31,31,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Speed limit_30 km-h_Road work_14.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_occl0/occl_Keep right_Yield_Yield_15.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_15.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_blackout2/blackout_General caution_General caution_Traffic signals_6.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_15.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_15.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Keep right_Yield_15.png
27,25,5,5,22,20,38,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_End of all speed and passing limits_Keep right_15.png
76,77,7,7,70,70,12,/content/generated_inputs_trafficsigns_occl0/occl_Yield_Priority road_Priority road_16.png
76,77,7,7,70,70,12,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_16.png
76,77,7,7,70,70,12,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_16.png
76,77,7,7,70,70,12,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_16.png
76,77,7,7,70,70,12,/content/generated_inputs_trafficsigns_occl2/occl_Priority road_Yield_Yield_16.png
76,77,7,7,70,70,12,/content/generated_inputs_trafficsigns_occl1/occl_Priority road_Yield_Yield_16.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_occl0/occl_General caution_Yield_Road work_17.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_Road work_Bicycles crossing_17.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_blackout0/blackout_Bicycles crossing_Speed limit_120 km-h_Speed limit_80 km-h_6.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_17.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_17.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_occl2/occl_General caution_Road narrows on the right_Dangerous curve to the right_17.png
43,43,5,5,37,37,18,/content/generated_inputs_trafficsigns_occl1/occl_General caution_Road narrows on the right_General caution_17.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_occl0/occl_End of all speed and passing limits_Yield_Yield_18.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_18.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_blackout2/blackout_Go straight or right_Go straight or right_Bicycles crossing_8.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_light2/light_Keep right_Yield_Speed limit_20 km-h_18.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_18.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Yield_Keep right_18.png
43,43,5,5,38,38,36,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Yield_Yield_18.png
48,56,1,6,43,51,15,/content/generated_inputs_trafficsigns_occl0/occl_Keep right_No vehicles_Yield_19.png
48,56,1,6,43,51,15,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_19.png
48,56,1,6,43,51,15,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_19.png
48,56,1,6,43,51,15,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_19.png
48,56,1,6,43,51,15,/content/generated_inputs_trafficsigns_occl2/occl_No vehicles_Yield_Yield_19.png
48,56,1,6,43,51,15,/content/generated_inputs_trafficsigns_occl1/occl_No vehicles_Yield_Yield_19.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_occl0/occl_Priority road_Yield_Road work_20.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_20.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_blackout2/blackout_Yield_Speed limit_30 km-h_Priority road_9.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_20.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_20.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_occl2/occl_Priority road_Speed limit_70 km-h_Priority road_20.png
50,53,6,6,45,48,12,/content/generated_inputs_trafficsigns_occl1/occl_Priority road_Yield_Priority road_20.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_occl0/occl_Road work_Yield_Yield_21.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_21.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_blackout1/blackout_Yield_Speed limit_80 km-h_Priority road_9.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_21.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_21.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_occl2/occl_No entry_Yield_Road work_21.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_occl1/occl_No entry_Road work_Yield_21.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_occl0/occl_Yield_Speed limit_60 km-h_Yield_22.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_22.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_blackout0/blackout_End of no passing_No passing_No passing for vehicles over 3.5 metric tons_9.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_22.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_22.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_occl2/occl_Stop_Yield_Yield_22.png
40,41,5,5,35,36,14,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Yield_Yield_22.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Yield_Dangerous curve to the right_23.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_23.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_blackout2/blackout_Ahead only_Road work_Speed limit_100 km-h_10.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_blackout1/blackout_Yield_Yield_No vehicles_10.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_23.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_23.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Yield_Yield_23.png
28,27,6,5,23,22,16,/content/generated_inputs_trafficsigns_occl1/occl_Stop_Speed limit_60 km-h_Dangerous curve to the right_23.png
40,42,5,6,35,37,3,/content/generated_inputs_trafficsigns_occl0/occl_Speed limit_60 km-h_Yield_Speed limit_60 km-h_24.png
40,42,5,6,35,37,3,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_24.png
40,42,5,6,35,37,3,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_24.png
40,42,5,6,35,37,3,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_24.png
40,42,5,6,35,37,3,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_60 km-h_Yield_Yield_24.png
40,42,5,6,35,37,3,/content/generated_inputs_trafficsigns_occl1/occl_Speed limit_60 km-h_Yield_Speed limit_60 km-h_24.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Road work_Road work_25.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_25.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_blackout2/blackout_General caution_Road work_Road work_11.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_blackout0/blackout_Go straight or right_No vehicles_No vehicles_11.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_25.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_25.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_occl2/occl_Road work_Yield_Road work_25.png
40,38,5,6,35,33,25,/content/generated_inputs_trafficsigns_occl1/occl_Yield_Road work_Road work_25.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Speed limit_30 km-h_Speed limit_30 km-h_26.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_26.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_blackout1/blackout_General caution_Speed limit_30 km-h_Speed limit_30 km-h_12.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_26.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_26.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_30 km-h_Speed limit_30 km-h_Yield_26.png
62,60,6,5,56,55,1,/content/generated_inputs_trafficsigns_occl1/occl_Speed limit_30 km-h_Yield_Speed limit_30 km-h_26.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Yield_Yield_27.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_27.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_blackout2/blackout_Go straight or right_Road work_Yield_12.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_27.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_27.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_occl2/occl_Keep right_Yield_Yield_27.png
46,47,6,6,41,42,9,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Yield_Yield_27.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_occl0/occl_Stop_Road work_Yield_28.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_light0/light_Keep right_Yield_Speed limit_20 km-h_28.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_blackout1/blackout_Road work_Road work_Wild animals crossing_13.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_28.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_28.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_occl2/occl_Wild animals crossing_Yield_Speed limit_30 km-h_28.png
49,46,5,6,44,41,31,/content/generated_inputs_trafficsigns_occl1/occl_Wild animals crossing_Yield_Yield_28.png
63,54,6,5,58,49,13,/content/generated_inputs_trafficsigns_occl0/occl_Speed limit_50 km-h_Yield_Yield_29.png
63,54,6,5,58,49,13,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_29.png
63,54,6,5,58,49,13,/content/generated_inputs_trafficsigns_blackout0/blackout_Yield_Yield_Speed limit_50 km-h_13.png
63,54,6,5,58,49,13,/content/generated_inputs_trafficsigns_light2/light_Keep right_Yield_Speed limit_20 km-h_29.png
63,54,6,5,58,49,13,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_29.png
63,54,6,5,58,49,13,/content/generated_inputs_trafficsigns_occl1/occl_Yield_Road work_Yield_29.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_occl0/occl_Keep right_Yield_Yield_30.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_30.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_blackout2/blackout_Stop_Yield_Stop_13.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_light2/light_Keep right_Yield_Speed limit_20 km-h_30.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_light1/light_Go straight or right_No entry_Bicycles crossing_30.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_occl2/occl_Stop_Yield_Yield_30.png
32,54,6,5,27,49,14,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Yield_Yield_30.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_occl0/occl_End of speed limit_80 km-h_Speed limit_60 km-h_Speed limit_60 km-h_31.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_31.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_blackout1/blackout_Go straight or left_Speed limit_60 km-h_Speed limit_50 km-h_14.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_31.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_31.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_60 km-h_Speed limit_60 km-h_Keep right_31.png
48,51,5,5,43,46,3,/content/generated_inputs_trafficsigns_occl1/occl_Speed limit_60 km-h_Yield_Yield_31.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_occl0/occl_Keep right_Yield_Children crossing_32.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_light0/light_Go straight or right_No entry_Bicycles crossing_32.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_blackout2/blackout_Keep right_Children crossing_Children crossing_14.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_light2/light_Go straight or right_No entry_Bicycles crossing_32.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_light1/light_Keep right_Yield_Speed limit_20 km-h_32.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_occl2/occl_Children crossing_Children crossing_Road work_32.png
64,58,5,5,59,53,28,/content/generated_inputs_trafficsigns_occl1/occl_Keep right_Children crossing_Yield_32.png
