Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_blackout1/blackout_Beware of ice-snow_Ahead only_Children crossing_31.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_light1/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_63.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_light2/light_Yield_Yield_Speed limit_50 km-h_63.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_occl2/occl_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_63.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_Go straight or right_Dangerous curve to the right_63.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_occl0/occl_Wild animals crossing_Road work_Wild animals crossing_63.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_63.png
56,50,6,6,51,45,23,/content/generated_inputs_trafficsigns_blackout0/blackout_Yield_Yield_Speed limit_50 km-h_32.png
33,33,6,6,28,28,38,/content/generated_inputs_trafficsigns_blackout2/blackout_Keep right_Road work_End of all speed and passing limits_34.png
29,30,6,6,24,25,3,/content/generated_inputs_trafficsigns_blackout2/blackout_Bicycles crossing_Bicycles crossing_No passing for vehicles over 3.5 metric tons_36.png
49,53,6,6,44,48,38,/content/generated_inputs_trafficsigns_blackout2/blackout_Bicycles crossing_End of speed limit_80 km-h_Speed limit_80 km-h_37.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_blackout2/blackout_No vehicles_Road work_Bicycles crossing_39.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_light1/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_78.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_light2/light_Yield_Yield_Speed limit_50 km-h_78.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_60 km-h_Keep right_Speed limit_60 km-h_78.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_Speed limit_100 km-h_No passing for vehicles over 3.5 metric tons_78.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_occl0/occl_Road work_Yield_Yield_78.png
57,50,6,6,52,45,13,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_78.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_blackout2/blackout_Bicycles crossing_End of speed limit_80 km-h_Vehicles over 3.5 metric tons prohibited_40.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_light1/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_80.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_light2/light_Yield_Yield_Speed limit_50 km-h_80.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_occl2/occl_Speed limit_60 km-h_Keep right_Speed limit_60 km-h_80.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_Road work_No passing for vehicles over 3.5 metric tons_80.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_occl0/occl_Wild animals crossing_Road work_Road work_80.png
193,170,16,14,177,156,25,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_80.png
42,41,5,5,37,36,13,/content/generated_inputs_trafficsigns_blackout2/blackout_No vehicles_Priority road_Yield_41.png
42,41,5,5,37,36,13,/content/generated_inputs_trafficsigns_blackout1/blackout_Speed limit_70 km-h_Traffic signals_Stop_37.png
42,41,5,5,37,36,13,/content/generated_inputs_trafficsigns_blackout0/blackout_Children crossing_Yield_Children crossing_39.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_blackout2/blackout_Wild animals crossing_Speed limit_100 km-h_Speed limit_120 km-h_42.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_light1/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_86.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_light2/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_86.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_occl2/occl_No passing for vehicles over 3.5 metric tons_Speed limit_120 km-h_Dangerous curve to the right_86.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_86.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_occl0/occl_Children crossing_Speed limit_120 km-h_Speed limit_120 km-h_86.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_86.png
50,48,5,5,45,43,8,/content/generated_inputs_trafficsigns_blackout0/blackout_Speed limit_70 km-h_Keep left_Beware of ice-snow_41.png
56,55,6,5,51,50,10,/content/generated_inputs_trafficsigns_blackout2/blackout_No vehicles_Wild animals crossing_General caution_43.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_blackout2/blackout_Speed limit_120 km-h_Priority road_End of all speed and passing limits_44.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_light1/light_Yield_Yield_Speed limit_50 km-h_91.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_light2/light_Yield_Yield_Speed limit_50 km-h_91.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_occl2/occl_No passing for vehicles over 3.5 metric tons_Go straight or right_Speed limit_60 km-h_91.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_Keep right_No passing for vehicles over 3.5 metric tons_91.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_occl0/occl_Keep left_No vehicles_Wild animals crossing_91.png
30,31,6,6,25,26,12,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_91.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_blackout2/blackout_Yield_Road narrows on the right_Speed limit_50 km-h_45.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_light1/light_Yield_Yield_Speed limit_50 km-h_94.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_light2/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_94.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_occl2/occl_No passing for vehicles over 3.5 metric tons_Keep right_Dangerous curve to the right_94.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_End of speed limit_80 km-h_Speed limit_60 km-h_94.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_occl0/occl_Turn left ahead_Keep right_Keep right_94.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_94.png
30,29,6,6,25,24,38,/content/generated_inputs_trafficsigns_blackout0/blackout_Yield_Road narrows on the right_Speed limit_50 km-h_46.png
65,65,6,6,60,60,10,/content/generated_inputs_trafficsigns_blackout2/blackout_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_47.png
65,65,6,6,60,60,10,/content/generated_inputs_trafficsigns_blackout0/blackout_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_48.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_blackout2/blackout_Speed limit_120 km-h_End of all speed and passing limits_No entry_48.png
27,28,5,5,22,23,17,/content/generated_inputs_trafficsigns_blackout0/blackout_Speed limit_120 km-h_End of all speed and passing limits_No entry_49.png
32,34,5,6,27,29,2,/content/generated_inputs_trafficsigns_blackout2/blackout_End of no passing_Speed limit_30 km-h_Double curve_49.png
32,34,5,6,27,29,2,/content/generated_inputs_trafficsigns_blackout0/blackout_Ahead only_Speed limit_70 km-h_Speed limit_80 km-h_50.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_blackout2/blackout_Keep left_No vehicles_Speed limit_120 km-h_50.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_blackout1/blackout_No vehicles_No vehicles_Speed limit_30 km-h_49.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_light1/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_104.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_light2/light_Yield_Yield_Speed limit_50 km-h_104.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_occl2/occl_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_104.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_occl1/occl_Speed limit_120 km-h_Go straight or right_Speed limit_120 km-h_104.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_occl0/occl_Turn left ahead_No vehicles_Speed limit_30 km-h_104.png
44,48,5,5,39,43,15,/content/generated_inputs_trafficsigns_light0/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_104.png
38,38,6,6,32,33,7,/content/generated_inputs_trafficsigns_blackout2/blackout_Speed limit_30 km-h_End of all speed and passing limits_End of speed limit_80 km-h_52.png
110,112,9,9,101,103,10,/content/generated_inputs_trafficsigns_blackout2/blackout_No vehicles_Wild animals crossing_Speed limit_80 km-h_54.png
110,112,9,9,101,103,10,/content/generated_inputs_trafficsigns_blackout1/blackout_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_51.png
110,112,9,9,101,103,10,/content/generated_inputs_trafficsigns_light1/light_Dangerous curve to the left_Wild animals crossing_Turn right ahead_109.png
110,112,9,9,101,103,10,/content/generated_inputs_trafficsigns_light2/light_Yield_Yield_Speed limit_50 km-h_109.png
110,112,9,9,101,103,10,/content/generated_inputs_trafficsigns_occl1/occl_No passing for vehicles over 3.5 metric tons_Speed limit_60 km-h_No passing for vehicles over 3.5 metric tons_109.png
